Class,CapShape,CapSurface,CapColor,Bruises,Odor,GillAttachment,GillSpacing,GillSize,GillColor,StalkShape,StalkRoot,StalkSurfaceAboveRing,StalkSurfaceBelowRing,StalkColorAboveRing,StalkColorBelowRing,VeilType,VeilColor,RingNumber,RingType,SporePrintColor,Population,Habitat
poisonous,knobbed,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,pink,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,pink,partial,white,o,evanescent,white,several,leaves
edible,bell,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,Missing[],smooth,smooth,orange,orange,partial,brown,o,pendant,orange,clustered,leaves
edible,bell,smooth,gray,FALSE,none,free,crowded,broad,gray,enlarging,Missing[],smooth,silky,white,white,partial,white,t,pendant,white,scattered,grasses
poisonous,convex,scaly,red,FALSE,musty,attached,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,0,none,white,clustered,woods
poisonous,knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,pink,partial,white,o,evanescent,white,several,paths
poisonous,knobbed,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,pink,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,pink,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,Missing[],silky,silky,white,pink,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,pink,partial,white,o,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,white,partial,white,o,evanescent,white,several,woods
poisonous,convex,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,white,partial,white,o,evanescent,white,several,paths
poisonous,knobbed,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,pink,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,white,partial,white,o,evanescent,white,several,woods
edible,bell,fibrous,gray,FALSE,none,free,crowded,broad,white,enlarging,Missing[],silky,silky,white,white,partial,white,t,pendant,white,scattered,grasses
poisonous,knobbed,scaly,brown,FALSE,musty,attached,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,0,none,white,clustered,woods
edible,flat,smooth,brown,TRUE,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,t,pendant,white,several,paths
poisonous,knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,pink,partial,white,o,evanescent,white,several,paths
poisonous,flat,scaly,yellow,FALSE,none,free,crowded,narrow,yellow,enlarging,club,scaly,scaly,yellow,yellow,partial,yellow,o,evanescent,white,clustered,leaves
poisonous,knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,white,partial,white,o,evanescent,white,several,leaves
poisonous,flat,scaly,red,FALSE,musty,attached,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,0,none,white,clustered,woods
edible,convex,fibrous,gray,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],smooth,smooth,white,white,partial,white,t,pendant,white,numerous,grasses
poisonous,knobbed,scaly,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,white,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,pink,partial,white,o,evanescent,white,several,leaves
poisonous,flat,scaly,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,pink,partial,white,o,evanescent,white,several,woods
edible,flat,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,Missing[],smooth,smooth,orange,orange,partial,orange,o,pendant,yellow,clustered,leaves
poisonous,knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,pink,partial,white,o,evanescent,white,several,woods
poisonous,flat,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,white,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,white,white,partial,white,o,evanescent,white,several,paths
poisonous,flat,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,white,partial,white,o,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,white,pink,partial,white,o,evanescent,white,several,paths
poisonous,convex,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,pink,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,pink,partial,white,o,evanescent,white,several,paths
edible,convex,smooth,white,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],silky,smooth,white,white,partial,white,t,pendant,white,scattered,grasses
edible,convex,smooth,gray,FALSE,none,free,crowded,broad,gray,enlarging,Missing[],smooth,silky,white,white,partial,white,t,pendant,white,scattered,grasses
edible,convex,fibrous,white,FALSE,none,free,crowded,broad,white,enlarging,Missing[],silky,silky,white,white,partial,white,t,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,white,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,Missing[],silky,silky,white,pink,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,white,partial,white,o,evanescent,white,several,paths
poisonous,knobbed,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,pink,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,pink,partial,white,o,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,Missing[],silky,silky,white,pink,partial,white,o,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,white,partial,white,o,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,white,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,white,partial,white,o,evanescent,white,several,woods
edible,flat,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,Missing[],smooth,smooth,orange,orange,partial,brown,o,pendant,orange,clustered,leaves
poisonous,flat,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,white,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,white,partial,white,o,evanescent,white,several,leaves
edible,convex,smooth,gray,FALSE,none,free,crowded,broad,gray,enlarging,Missing[],silky,smooth,white,white,partial,white,t,pendant,white,numerous,grasses
edible,convex,fibrous,white,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],smooth,smooth,white,white,partial,white,t,pendant,white,numerous,grasses
poisonous,knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,pink,partial,white,o,evanescent,white,several,woods
edible,convex,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,Missing[],smooth,smooth,orange,orange,partial,brown,o,pendant,orange,clustered,leaves
poisonous,knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,white,pink,partial,white,o,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,white,partial,white,o,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,pink,partial,white,o,evanescent,white,several,paths
poisonous,knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,white,partial,white,o,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,pink,partial,white,o,evanescent,white,several,leaves
edible,bell,smooth,brown,FALSE,none,attached,close,broad,yellow,enlarging,Missing[],smooth,smooth,orange,orange,partial,brown,o,pendant,buff,clustered,leaves
edible,flat,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,Missing[],smooth,smooth,orange,orange,partial,orange,o,pendant,brown,clustered,leaves
edible,bell,smooth,white,FALSE,none,free,crowded,broad,gray,enlarging,Missing[],silky,silky,white,white,partial,white,t,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,white,partial,white,o,evanescent,white,several,leaves
edible,convex,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,Missing[],smooth,smooth,orange,orange,partial,brown,o,pendant,brown,clustered,leaves
poisonous,knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,white,partial,white,o,evanescent,white,several,woods
edible,bell,fibrous,gray,FALSE,none,free,crowded,broad,gray,enlarging,Missing[],silky,silky,white,white,partial,white,t,pendant,white,scattered,grasses
edible,bell,smooth,gray,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],silky,smooth,white,white,partial,white,t,pendant,white,numerous,grasses
poisonous,convex,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,white,pink,partial,white,o,evanescent,white,several,woods
edible,convex,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,Missing[],smooth,smooth,orange,orange,partial,orange,o,pendant,buff,clustered,leaves
edible,convex,smooth,white,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],smooth,silky,white,white,partial,white,t,pendant,white,numerous,grasses
edible,convex,smooth,brown,FALSE,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,t,pendant,white,solitary,paths
edible,knobbed,smooth,gray,FALSE,none,free,crowded,broad,gray,enlarging,Missing[],smooth,silky,white,white,partial,white,t,pendant,white,scattered,grasses
edible,convex,smooth,white,FALSE,none,free,crowded,broad,gray,enlarging,Missing[],silky,silky,white,white,partial,white,t,pendant,white,numerous,grasses
poisonous,flat,scaly,cinnamon,FALSE,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,0,none,white,clustered,woods
edible,convex,smooth,brown,FALSE,none,attached,close,broad,yellow,enlarging,Missing[],smooth,smooth,orange,orange,partial,orange,o,pendant,yellow,clustered,leaves
poisonous,knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,pink,partial,white,o,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,white,partial,white,o,evanescent,white,several,leaves
edible,convex,smooth,white,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],silky,smooth,white,white,partial,white,t,pendant,white,numerous,grasses
edible,knobbed,fibrous,white,FALSE,none,free,crowded,broad,gray,enlarging,Missing[],silky,silky,white,white,partial,white,t,pendant,white,scattered,grasses
edible,bell,fibrous,gray,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],silky,smooth,white,white,partial,white,t,pendant,white,scattered,grasses
edible,knobbed,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,Missing[],smooth,smooth,orange,orange,partial,orange,o,pendant,buff,several,leaves
poisonous,knobbed,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,pink,partial,white,o,evanescent,white,several,paths
poisonous,flat,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,pink,partial,white,o,evanescent,white,several,paths
poisonous,knobbed,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,pink,partial,white,o,evanescent,white,several,leaves
edible,knobbed,smooth,brown,FALSE,none,attached,close,broad,yellow,enlarging,Missing[],smooth,smooth,orange,orange,partial,brown,o,pendant,brown,several,leaves
edible,flat,smooth,pink,TRUE,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,t,pendant,white,several,paths
poisonous,knobbed,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,Missing[],silky,silky,white,white,partial,white,o,evanescent,white,several,paths
edible,bell,smooth,white,FALSE,none,free,crowded,broad,gray,enlarging,Missing[],silky,smooth,white,white,partial,white,t,pendant,white,scattered,grasses
poisonous,knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,pink,partial,white,o,evanescent,white,several,paths
edible,knobbed,smooth,white,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],silky,silky,white,white,partial,white,t,pendant,white,scattered,grasses
poisonous,knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,pink,partial,white,o,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,white,partial,white,o,evanescent,white,several,leaves
edible,flat,smooth,brown,FALSE,none,attached,close,broad,yellow,enlarging,Missing[],smooth,smooth,orange,orange,partial,orange,o,pendant,buff,clustered,leaves
poisonous,knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],silky,silky,white,pink,partial,white,o,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,pink,partial,white,o,evanescent,white,several,woods
edible,convex,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,Missing[],smooth,smooth,orange,orange,partial,brown,o,pendant,yellow,several,leaves
edible,convex,fibrous,white,FALSE,none,free,crowded,broad,gray,enlarging,Missing[],silky,silky,white,white,partial,white,t,pendant,white,numerous,grasses
edible,convex,fibrous,gray,FALSE,none,free,crowded,broad,white,enlarging,Missing[],silky,smooth,white,white,partial,white,t,pendant,white,numerous,grasses
edible,convex,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,Missing[],smooth,smooth,orange,orange,partial,brown,o,pendant,buff,several,leaves
poisonous,knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,pink,partial,white,o,evanescent,white,several,paths
poisonous,knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],silky,silky,white,white,partial,white,o,evanescent,white,several,paths
edible,convex,smooth,white,FALSE,none,free,crowded,broad,gray,enlarging,Missing[],smooth,smooth,white,white,partial,white,t,pendant,white,scattered,grasses
poisonous,knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,pink,partial,white,o,evanescent,white,several,woods
edible,convex,fibrous,gray,FALSE,none,free,crowded,broad,white,enlarging,Missing[],smooth,smooth,white,white,partial,white,t,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,pink,partial,white,o,evanescent,white,several,leaves
poisonous,flat,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,white,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,white,partial,white,o,evanescent,white,several,woods
edible,knobbed,smooth,brown,FALSE,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,t,pendant,white,solitary,paths
poisonous,knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,white,partial,white,o,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,white,partial,white,o,evanescent,white,several,paths
edible,bell,smooth,gray,FALSE,none,free,crowded,broad,gray,enlarging,Missing[],smooth,smooth,white,white,partial,white,t,pendant,white,scattered,grasses
poisonous,knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,white,partial,white,o,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,white,partial,white,o,evanescent,white,several,paths
edible,knobbed,fibrous,gray,FALSE,none,free,crowded,broad,white,enlarging,Missing[],silky,smooth,white,white,partial,white,t,pendant,white,numerous,grasses
poisonous,knobbed,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,pink,partial,white,o,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,pink,partial,white,o,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,pink,partial,white,o,evanescent,white,several,paths
poisonous,knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,pink,partial,white,o,evanescent,white,several,woods
edible,knobbed,fibrous,white,FALSE,none,free,crowded,broad,gray,enlarging,Missing[],smooth,silky,white,white,partial,white,t,pendant,white,numerous,grasses
poisonous,knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,white,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,white,partial,white,o,evanescent,white,several,woods
edible,bell,fibrous,white,FALSE,none,free,crowded,broad,gray,enlarging,Missing[],silky,smooth,white,white,partial,white,t,pendant,white,scattered,grasses
edible,convex,smooth,gray,FALSE,none,free,crowded,broad,gray,enlarging,Missing[],smooth,smooth,white,white,partial,white,t,pendant,white,numerous,grasses
edible,bell,smooth,gray,FALSE,none,free,crowded,broad,white,enlarging,Missing[],silky,smooth,white,white,partial,white,t,pendant,white,scattered,grasses
poisonous,knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,pink,partial,white,o,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,white,partial,white,o,evanescent,white,several,paths
poisonous,knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],silky,silky,white,white,partial,white,o,evanescent,white,several,woods
edible,bell,smooth,white,FALSE,none,free,crowded,broad,white,enlarging,Missing[],smooth,silky,white,white,partial,white,t,pendant,white,scattered,grasses
poisonous,flat,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,white,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,white,pink,partial,white,o,evanescent,white,several,woods
edible,knobbed,smooth,white,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],smooth,silky,white,white,partial,white,t,pendant,white,scattered,grasses
poisonous,knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,pink,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,white,partial,white,o,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,pink,partial,white,o,evanescent,white,several,woods
edible,convex,smooth,brown,TRUE,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,t,pendant,white,several,paths
poisonous,knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,Missing[],silky,silky,white,pink,partial,white,o,evanescent,white,several,paths
poisonous,knobbed,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,pink,partial,white,o,evanescent,white,several,paths
poisonous,bell,scaly,yellow,FALSE,none,free,crowded,narrow,white,enlarging,club,scaly,scaly,yellow,yellow,partial,yellow,o,evanescent,white,clustered,leaves
poisonous,knobbed,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,Missing[],silky,silky,white,pink,partial,white,o,evanescent,white,several,leaves
edible,convex,smooth,brown,TRUE,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,t,pendant,white,solitary,paths
poisonous,knobbed,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,pink,partial,white,o,evanescent,white,several,paths
edible,knobbed,fibrous,gray,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],silky,silky,white,white,partial,white,t,pendant,white,scattered,grasses
poisonous,knobbed,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,pink,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,white,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,pink,partial,white,o,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,pink,partial,white,o,evanescent,white,several,leaves
edible,convex,fibrous,gray,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],silky,smooth,white,white,partial,white,t,pendant,white,numerous,grasses
edible,bell,smooth,white,FALSE,none,free,crowded,broad,gray,enlarging,Missing[],silky,smooth,white,white,partial,white,t,pendant,white,numerous,grasses
poisonous,knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,pink,partial,white,o,evanescent,white,several,woods
edible,bell,smooth,brown,FALSE,none,attached,close,broad,yellow,enlarging,Missing[],smooth,smooth,orange,orange,partial,orange,o,pendant,brown,clustered,leaves
poisonous,knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,pink,partial,white,o,evanescent,white,several,paths
poisonous,knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,pink,partial,white,o,evanescent,white,several,paths
edible,bell,smooth,gray,FALSE,none,free,crowded,broad,gray,enlarging,Missing[],silky,smooth,white,white,partial,white,t,pendant,white,scattered,grasses
poisonous,knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,white,partial,white,o,evanescent,white,several,paths
edible,bell,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,Missing[],smooth,smooth,orange,orange,partial,brown,o,pendant,orange,several,leaves
poisonous,flat,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,pink,partial,white,o,evanescent,white,several,paths
poisonous,knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,white,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,white,partial,white,o,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,pink,partial,white,o,evanescent,white,several,leaves
edible,bell,fibrous,gray,FALSE,none,free,crowded,broad,gray,enlarging,Missing[],smooth,smooth,white,white,partial,white,t,pendant,white,numerous,grasses
edible,knobbed,smooth,white,FALSE,none,free,crowded,broad,gray,enlarging,Missing[],smooth,smooth,white,white,partial,white,t,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,white,partial,white,o,evanescent,white,several,leaves
poisonous,flat,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,pink,partial,white,o,evanescent,white,several,woods
edible,convex,smooth,white,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],silky,silky,white,white,partial,white,t,pendant,white,scattered,grasses
edible,convex,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,Missing[],smooth,smooth,orange,orange,partial,orange,o,pendant,buff,clustered,leaves
poisonous,knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,white,partial,white,o,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,white,partial,white,o,evanescent,white,several,leaves
edible,knobbed,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,Missing[],smooth,smooth,orange,orange,partial,orange,o,pendant,buff,several,leaves
edible,bell,fibrous,white,FALSE,none,free,crowded,broad,white,enlarging,Missing[],silky,silky,white,white,partial,white,t,pendant,white,scattered,grasses
edible,convex,smooth,white,FALSE,none,free,crowded,broad,white,enlarging,Missing[],silky,silky,white,white,partial,white,t,pendant,white,numerous,grasses
poisonous,flat,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,white,partial,white,o,evanescent,white,several,paths
poisonous,knobbed,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,pink,partial,white,o,evanescent,white,several,leaves
poisonous,convex,scaly,red,FALSE,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,0,none,white,clustered,woods
edible,flat,smooth,brown,FALSE,none,attached,close,broad,yellow,enlarging,Missing[],smooth,smooth,orange,orange,partial,brown,o,pendant,yellow,clustered,leaves
poisonous,knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,pink,partial,white,o,evanescent,white,several,woods
poisonous,convex,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,white,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,white,partial,white,o,evanescent,white,several,woods
edible,bell,smooth,white,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],smooth,smooth,white,white,partial,white,t,pendant,white,scattered,grasses
edible,bell,smooth,gray,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],silky,smooth,white,white,partial,white,t,pendant,white,scattered,grasses
edible,knobbed,fibrous,gray,FALSE,none,free,crowded,broad,gray,enlarging,Missing[],silky,smooth,white,white,partial,white,t,pendant,white,numerous,grasses
edible,knobbed,fibrous,gray,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],silky,silky,white,white,partial,white,t,pendant,white,numerous,grasses
edible,convex,fibrous,white,FALSE,none,free,crowded,broad,white,enlarging,Missing[],silky,smooth,white,white,partial,white,t,pendant,white,numerous,grasses
poisonous,knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,pink,partial,white,o,evanescent,white,several,paths
poisonous,flat,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,pink,partial,white,o,evanescent,white,several,leaves
